deputyName,expenseType,amount,year,month,day,sellerName,partyAcronym,stateAcronym
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,52.98,2023,september,19,3XIS COMERCIO VAREJISTA E ATACADISTA DE PAPELARIA LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,67.3,2023,november,27,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,43.2,2023,may,5,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,43.2,2023,june,5,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,43.2,2023,july,5,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,43.2,2023,august,25,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,118.15,2023,september,6,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,67.3,2023,december,26,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,43.2,2023,april,25,AGUAS CUIABA S.A,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1500,2023,may,2,BRASIL ONE SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA DEXATEC,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1600,2023,september,4,BRASIL ONE SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA DEXATEC,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1050,2023,december,13,BROAD BRASIL LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,850,2023,may,23,BROADBRASIL LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,850,2023,june,22,BROADBRASIL LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,850,2023,july,10,BROADBRASIL LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,850,2023,august,18,BROADBRASIL LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,850,2023,september,18,BROADBRASIL LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2051,2023,april,19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2033.08,2023,november,13,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,492.64,2023,march,15,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2070.45,2023,september,14,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,748.19,2023,july,14,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1151.09,2023,june,14,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1320.5,2023,august,14,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1852.99,2023,december,14,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1941.1,2023,may,16,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,119.99,2023,july,8,Telefônica Brasil S.A. VIVO,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,122.36,2023,august,8,Telefônica Brasil S.A. VIVO,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,119.99,2023,july,8,Telefônica Brasil S.A. VIVO,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,122.36,2023,august,8,Telefônica Brasil S.A. VIVO,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,november,10,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,december,5,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,april,18,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,may,4,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,june,6,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,july,5,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,august,2,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,september,1,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,october,2,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8320,2023,march,27,VYP GESTÃO DE NEGÓCIOS IMOBILIARIOS LTDA,PL,MT
Abilio Brunini,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,358.25,2023,march,8,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,313.7,2023,march,29,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,273.29,2023,october,8,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,269.09,2023,october,31,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,20,2023,november,23,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,207.65,2023,december,13,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,241.65,2023,december,21,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,234.61,2023,october,31,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,110.92,2023,november,30,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,231.14,2023,april,27,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,286.52,2023,february,24,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,229.6,2023,march,17,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,321.33,2023,march,17,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,240.43,2023,may,5,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,217.94,2023,june,12,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,225.54,2023,july,14,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,221.19,2023,july,24,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,159.34,2023,august,15,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,157.19,2023,august,17,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,157.15,2023,august,22,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,137.3,2023,august,23,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,108.57,2023,august,29,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,79.28,2023,august,31,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,197.81,2023,august,31,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,50,2023,september,17,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,171.11,2023,september,29,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,149.4,2023,october,4,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,168.41,2023,october,6,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,161.74,2023,october,10,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,156.69,2023,october,16,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,154.61,2023,october,19,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,179.62,2023,october,22,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,163.45,2023,october,24,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,224.05,2023,november,8,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,223.5,2023,november,10,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,119.36,2023,november,14,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,215.33,2023,november,20,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,160.33,2023,december,23,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,90.63,2023,september,27,A C F SILVA GATTO & CIA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,252.43,2023,july,1,AGUIA BRANCA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,264.31,2023,october,27,AGUIA BRANCA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,134.98,2023,october,29,AGUIA BRANCA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,100,2023,july,1,ALE COMERCIO DE COMBUSTIVEL LTDA - EPP,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,188.14,2023,may,1,AMD COMERCIO VAREJO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,257.03,2023,april,29,AMIGAO COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,305.57,2023,march,7,AUTO POSTO AEROPORTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,254.09,2023,july,14,AUTO POSTO BACABA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,55,2023,september,24,AUTO POSTO BACABA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,277.84,2023,march,23,AUTO POSTO BUGRENSE LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,98.18,2023,september,16,AUTO POSTO BUGRENSE LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,207.43,2023,april,10,AUTO POSTO CINCO ESTRELAS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,222.93,2023,april,20,AUTO POSTO CINCO ESTRELAS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,176.2,2023,september,23,AUTO POSTO CINCO ESTRELAS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,260.05,2023,july,14,AUTO POSTO CONQUISTA DE ITAPIRAPUA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,150,2023,september,20,AUTO POSTO CONQUISTA DE ITAPIRAPUA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,228.05,2023,september,22,AUTO POSTO CONQUISTA DE ITAPIRAPUA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,86.69,2023,september,24,AUTO POSTO CONQUISTA DE ITAPIRAPUA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,155.5,2023,march,17,AUTO POSTO DRACENA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,287.6,2023,february,19,AUTO POSTO FLORAIS ME,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,56.43,2023,september,23,AUTO POSTO FLORAIS ME,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,128.13,2023,september,24,AUTO POSTO FLORAIS ME,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,77.9,2023,september,27,Auto Posto N01 Ltda,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,141,2023,september,23,AUTO POSTO NA SERRA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,227.75,2023,april,11,AUTO POSTO PETER PAN 01 LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,144.48,2023,april,7,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,285.58,2023,april,10,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,242.48,2023,april,11,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,143.3,2023,april,13,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,227.2,2023,may,22,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,158.03,2023,may,28,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,250.1,2023,may,29,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,247.98,2023,june,13,AUTO POSTO SAO CHARBEL LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,152,2023,april,17,AUTO POSTO SP 400,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,267.65,2023,april,30,AUTO POSTO TCHE EIRELI,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,139.5,2023,september,4,AUTO POSTO VILLA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,116.55,2023,september,7,AUTO POSTO VILLA LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,297.14,2023,february,15,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,211.67,2023,march,24,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,235.66,2023,may,5,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,221.29,2023,may,16,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,210.51,2023,may,23,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,207.8,2023,june,1,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,180.22,2023,june,20,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,212.85,2023,june,26,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,167.06,2023,july,3,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,209.99,2023,july,6,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,288.55,2023,july,10,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,60.04,2023,april,26,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,185.17,2023,july,21,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,214.12,2023,august,3,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,199.08,2023,september,20,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,115.79,2023,september,22,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,217.65,2023,november,23,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,232.22,2023,november,24,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,253.08,2023,november,30,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,257.47,2023,december,18,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,151.89,2023,september,6,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,156.29,2023,august,5,BELIZE COMPANY AUTO POSTO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,209.39,2023,february,10,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,237.24,2023,april,17,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,102.43,2023,april,22,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,192.72,2023,july,1,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,148.75,2023,august,28,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,120.04,2023,october,11,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,138.2,2023,october,16,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,81,2023,october,26,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,197.05,2023,may,11,BOSQUE DA SAUDE COM COMB LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,106.13,2023,june,19,BOSQUE DA SAUDE COM COMB LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,120,2023,february,8,BOSQUE DA SAUDE COM. COMB. LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,192.38,2023,march,13,BOSQUE DA SAUDE COM. COMB. LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,248.54,2023,march,25,BOSQUE DA SAUDE COM. COMB. LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,30.9,2023,august,11,BURITI COM.DE DERIVADOS DE PET LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,183.85,2023,april,17,CENTRO DE SERVS FRANGO ASSADO NORTE LT,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,122.97,2023,october,15,COM. DE COMB. STA EDWIGES LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,123,2023,november,26,COM. DE COMB. STA EDWIGES LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,160.89,2023,october,4,COMBUSTIVEIS E LUBRIFICANTES BUSSOLARO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,101.14,2023,october,14,COMBUSTIVEIS E LUBRIFICANTES BUSSOLARO LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,86.03,2023,august,19,COMERCIAL 364 DE COMBUSTIVEIS LTDA,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,153.13,2023,february,16,COMERCIAL AMAZONIA 02 DE PETROLEO EIRELI,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,152.94,2023,february,20,COMERCIAL AMAZONIA 02 DE PETROLEO EIRELI,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,144.48,2023,february,22,COMERCIAL AMAZONIA 02 DE PETROLEO EIRELI,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,92.44,2023,february,24,COMERCIAL AMAZONIA 02 DE PETROLEO EIRELI,PL,MT
Abilio Brunini,COMBUSTÍVEIS E LUBRIFICANTES.,192.25,2023,march,11,COMERCIAL AMAZONIA 02 DE PETROLEO EIRELI,PL,MT
